Курсове на българския лев към отделни чуждестранни валути и цена на златото, валидни за периода от 01.10.2020 до 31.12.2020
Период, Код, (за\курс)
01.10.2020, USD, 1, 1.66425, 
02.10.2020, USD, 1, 1.66737, 
05.10.2020, USD, 1, 1.66199, 
06.10.2020, USD, 1, 1.65819, 
07.10.2020, USD, 1, 1.66171, 
08.10.2020, USD, 1, 1.66241, 
09.10.2020, USD, 1, 1.65819, 
12.10.2020, USD, 1, 1.65762, 
13.10.2020, USD, 1, 1.65931, 
14.10.2020, USD, 1, 1.66454, 
15.10.2020, USD, 1, 1.67194, 
16.10.2020, USD, 1, 1.66581, 
19.10.2020, USD, 1, 1.65959, 
20.10.2020, USD, 1, 1.65608, 
21.10.2020, USD, 1, 1.65021, 
22.10.2020, USD, 1, 1.65454, 
23.10.2020, USD, 1, 1.64965, 
26.10.2020, USD, 1, 1.65482, 
27.10.2020, USD, 1, 1.653, 
28.10.2020, USD, 1, 1.6678, 
29.10.2020, USD, 1, 1.67108, 
30.10.2020, USD, 1, 1.67194, 
02.11.2020, USD, 1, 1.67854, 
03.11.2020, USD, 1, 1.67136, 
04.11.2020, USD, 1, 1.66865, 
05.11.2020, USD, 1, 1.64979, 
06.11.2020, USD, 1, 1.64771, 
09.11.2020, USD, 1, 1.64591, 
10.11.2020, USD, 1, 1.65636, 
11.11.2020, USD, 1, 1.66227, 
12.11.2020, USD, 1, 1.65875, 
13.11.2020, USD, 1, 1.65538, 
16.11.2020, USD, 1, 1.65328, 
17.11.2020, USD, 1, 1.64604, 
18.11.2020, USD, 1, 1.64799, 
19.11.2020, USD, 1, 1.653, 
20.11.2020, USD, 1, 1.64868, 
23.11.2020, USD, 1, 1.64342, 
24.11.2020, USD, 1, 1.6484, 
25.11.2020, USD, 1, 1.64494, 
26.11.2020, USD, 1, 1.64355, 
27.11.2020, USD, 1, 1.64052, 
30.11.2020, USD, 1, 1.63258, 
01.12.2020, USD, 1, 1.63422, 
02.12.2020, USD, 1, 1.62094, 
03.12.2020, USD, 1, 1.6096, 
04.12.2020, USD, 1, 1.60855, 
07.12.2020, USD, 1, 1.61266, 
08.12.2020, USD, 1, 1.61452, 
09.12.2020, USD, 1, 1.61519, 
10.12.2020, USD, 1, 1.61439, 
11.12.2020, USD, 1, 1.61279, 
14.12.2020, USD, 1, 1.60815, 
15.12.2020, USD, 1, 1.61106, 
16.12.2020, USD, 1, 1.60459, 
17.12.2020, USD, 1, 1.59712, 
18.12.2020, USD, 1, 1.59542, 
21.12.2020, USD, 1, 1.6067, 
22.12.2020, USD, 1, 1.59803, 
23.12.2020, USD, 1, 1.60762, 
29.12.2020, USD, 1, 1.59542, 
30.12.2020, USD, 1, 1.59257, 
31.12.2020, USD, 1, 1.59386, 

